This data contains example velocities, not measured velocities  
CDP-X       CDP-Y   Time(ms)  Vrms    Vint    Vavg   Depth(m)
 619044.05  6075226.01   50.00 1500.00 1500.00 1500.00   37.50
 619044.05  6075226.01  583.37 1924.89 1960.00 1920.57  560.21
 619044.05  6075226.01  717.39 1974.02 2175.00 1968.11  705.95
 619044.05  6075226.01  984.56 2055.56 2260.00 2047.31 1007.85
 619044.05  6075226.01 1848.00 2223.14 2400.00 2212.10 2043.98
 619243.98  6075231.60   50.00 1500.00 1500.00 1500.00   37.50
 619243.98  6075231.60  580.72 1924.72 1960.00 1920.39  557.61
 619243.98  6075231.60  716.09 1974.47 2175.00 1968.52  704.82
 619243.98  6075231.60  979.67 2055.19 2260.00 2046.95 1002.66
 619243.98  6075231.60 1848.00 2223.88 2400.00 2212.84 2044.66
 619443.90  6075237.19   50.00 1500.00 1500.00 1500.00   37.50
 619443.90  6075237.19  577.96 1924.55 1960.00 1920.21  554.91
 619443.90  6075237.19  714.79 1974.95 2175.00 1968.98  703.71
 619443.90  6075237.19  977.76 2055.51 2260.00 2047.25 1000.86
 619443.90  6075237.19 1848.00 2224.39 2400.00 2213.36 2045.15
 619643.82  6075242.78   50.00 1500.00 1500.00 1500.00   37.50
 619643.82  6075242.78  575.78 1924.42 1960.00 1920.05  552.76
 619643.82  6075242.78  713.50 1975.26 2175.00 1969.26  702.53
 619643.82  6075242.78  975.07 2055.52 2260.00 2047.26  998.11
 619643.82  6075242.78 1848.00 2224.90 2400.00 2213.88 2045.62
 619843.74  6075248.36   50.00 1500.00 1500.00 1500.00   37.50
 619843.74  6075248.36  574.45 1924.34 1960.00 1919.96  551.47
 619843.74  6075248.36  712.21 1975.30 2175.00 1969.29  701.28
 619843.74  6075248.36  972.37 2055.34 2260.00 2047.07  995.26
 619843.74  6075248.36 1848.00 2225.31 2400.00 2214.30 2046.01
 620043.66  6075253.95   50.00 1500.00 1500.00 1500.00   37.50
 620043.66  6075253.95  572.66 1924.22 1960.00 1919.84  549.71
 620043.66  6075253.95  710.93 1975.49 2175.00 1969.46  700.07
 620043.66  6075253.95  970.24 2055.39 2260.00 2047.11  993.09
 620043.66  6075253.95 1848.00 2225.74 2400.00 2214.73 2046.41
 620243.59  6075259.54   50.00 1500.00 1500.00 1500.00   37.50
 620243.59  6075259.54  569.99 1924.05 1960.00 1919.65  547.09
 620243.59  6075259.54  709.64 1975.96 2175.00 1969.90  698.96
 620243.59  6075259.54  966.96 2055.38 2260.00 2047.10  989.73
 620243.59  6075259.54 1848.00 2226.34 2400.00 2215.35 2046.98
 620443.51  6075265.13   50.00 1500.00 1500.00 1500.00   37.50
 620443.51  6075265.13  567.10 1923.87 1960.00 1919.44  544.26
 620443.51  6075265.13  708.35 1976.50 2175.00 1970.40  697.87
 620443.51  6075265.13  965.28 2055.78 2260.00 2047.49  988.20
 620443.51  6075265.13 1848.00 2226.85 2400.00 2215.87 2047.46
 620643.43  6075270.71   50.00 1500.00 1500.00 1500.00   37.50
 620643.43  6075270.71  564.15 1923.68 1960.00 1919.23  541.37
 620643.43  6075270.71  707.07 1977.06 2175.00 1970.93  696.79
 620643.43  6075270.71  961.00 2055.61 2260.00 2047.31  983.73
 620643.43  6075270.71 1848.00 2227.56 2400.00 2216.60 2048.13
 620843.35  6075276.30   50.00 1500.00 1500.00 1500.00   37.50
 620843.35  6075276.30  561.36 1923.50 1960.00 1919.03  538.63
 620843.35  6075276.30  705.78 1977.56 2175.00 1971.41  695.69
 620843.35  6075276.30  954.06 2054.80 2260.00 2046.51  976.24
 620843.35  6075276.30 1848.00 2228.47 2400.00 2217.50 2048.97
 621043.27  6075281.89   50.00 1500.00 1500.00 1500.00   37.50
 621043.27  6075281.89  559.05 1923.34 1960.00 1918.86  536.37
 621043.27  6075281.89  704.49 1977.92 2175.00 1971.74  694.53
 621043.27  6075281.89  951.01 2054.76 2260.00 2046.46  973.10
 621043.27  6075281.89 1848.00 2229.02 2400.00 2218.06 2049.49
 621243.20  6075287.48   50.00 1500.00 1500.00 1500.00   37.50
 621243.20  6075287.48  557.08 1923.21 1960.00 1918.71  534.44
 621243.20  6075287.48  703.20 1978.17 2175.00 1971.97  693.34
 621243.20  6075287.48  949.87 2055.08 2260.00 2046.76  972.08
 621243.20  6075287.48 1848.00 2229.39 2400.00 2218.44 2049.84
 621443.12  6075293.06   50.00 1500.00 1500.00 1500.00   37.50
 621443.12  6075293.06  555.71 1923.12 1960.00 1918.61  533.10
 621443.12  6075293.06  701.91 1978.23 2175.00 1972.01  692.08
 621443.12  6075293.06  949.79 2055.50 2260.00 2047.17  972.19
 621443.12  6075293.06 1848.00 2229.60 2400.00 2218.66 2050.04
 621643.04  6075298.65   50.00 1500.00 1500.00 1500.00   37.50
 621643.04  6075298.65  555.09 1923.08 1960.00 1918.57  532.49
 621643.04  6075298.65  700.61 1978.05 2175.00 1971.83  690.74
 621643.04  6075298.65  950.25 2055.87 2260.00 2047.53  972.83
 621643.04  6075298.65 1848.00 2229.69 2400.00 2218.76 2050.13
 621842.96  6075304.24   50.00 1500.00 1500.00 1500.00   37.50
 621842.96  6075304.24  553.45 1922.97 1960.00 1918.44  530.88
 621842.96  6075304.24  699.32 1978.19 2175.00 1971.96  689.51
 621842.96  6075304.24  950.88 2056.50 2260.00 2048.16  973.77
 621842.96  6075304.24 1848.00 2229.88 2400.00 2218.96 2050.32
 622042.88  6075309.83   50.00 1500.00 1500.00 1500.00   37.50
 622042.88  6075309.83  550.77 1922.79 1960.00 1918.24  528.25
 622042.88  6075309.83  698.02 1978.67 2175.00 1972.41  688.39
 622042.88  6075309.83  949.99 2057.04 2260.00 2048.68  973.11
 622042.88  6075309.83 1848.00 2230.29 2400.00 2219.40 2050.73
 622242.81  6075315.41   50.00 1500.00 1500.00 1500.00   37.50
 622242.81  6075315.41  550.53 1922.77 1960.00 1918.22  528.02
 622242.81  6075315.41  696.69 1978.35 2175.00 1972.09  686.97
 622242.81  6075315.41  945.53 2056.22 2260.00 2047.86  968.15
 622242.81  6075315.41 1848.00 2230.73 2400.00 2219.83 2051.12
 622442.73  6075321.00   50.00 1500.00 1500.00 1500.00   37.50
 622442.73  6075321.00  552.41 1922.90 1960.00 1918.36  529.86
 622442.73  6075321.00  695.34 1977.35 2175.00 1971.12  685.30
 622442.73  6075321.00  941.85 2055.08 2260.00 2046.73  963.85
 622442.73  6075321.00 1848.00 2230.88 2400.00 2219.95 2051.23
 622642.65  6075326.59   50.00 1500.00 1500.00 1500.00   37.50
 622642.65  6075326.59  554.74 1923.06 1960.00 1918.54  532.15
 622642.65  6075326.59  694.03 1976.20 2175.00 1970.01  683.62
 622642.65  6075326.59  942.14 2054.74 2260.00 2046.38  963.99
 622642.65  6075326.59 1848.00 2230.67 2400.00 2219.72 2051.02
 622842.57  6075332.18   50.00 1500.00 1500.00 1500.00   37.50
 622842.57  6075332.18  558.22 1923.29 1960.00 1918.80  535.56
 622842.57  6075332.18  692.75 1974.68 2175.00 1968.55  681.85
 622842.57  6075332.18  944.43 2054.59 2260.00 2046.22  966.25
 622842.57  6075332.18 1848.00 2230.17 2400.00 2219.20 2050.54
 623042.49  6075337.76   50.00 1500.00 1500.00 1500.00   37.50
 623042.49  6075337.76  561.58 1923.51 1960.00 1919.04  538.85
 623042.49  6075337.76  691.50 1973.21 2175.00 1967.13  680.13
 623042.49  6075337.76  944.75 2054.02 2260.00 2045.64  966.30
 623042.49  6075337.76 1848.00 2229.84 2400.00 2218.84 2050.21
 623242.42  6075343.35   50.00 1500.00 1500.00 1500.00   37.50
 623242.42  6075343.35  562.46 1923.57 1960.00 1919.11  539.71
 623242.42  6075343.35  690.29 1972.55 2175.00 1966.49  678.72
 623242.42  6075343.35  942.53 2053.42 2260.00 2045.04  963.76
 623242.42  6075343.35 1848.00 2229.98 2400.00 2218.96 2050.32
 623442.34  6075348.94   50.00 1500.00 1500.00 1500.00   37.50
 623442.34  6075348.94  560.31 1923.43 1960.00 1918.95  537.61
 623442.34  6075348.94  689.11 1972.89 2175.00 1966.81  677.67
 623442.34  6075348.94  935.11 2052.31 2260.00 2043.94  955.65
 623442.34  6075348.94 1848.00 2230.85 2400.00 2219.83 2051.12
 623642.26  6075354.52   50.00 1500.00 1500.00 1500.00   37.50
 623642.26  6075354.52  555.12 1923.08 1960.00 1918.57  532.51
 623642.26  6075354.52  687.98 1974.24 2175.00 1968.09  677.01
 623642.26  6075354.52  929.51 2052.32 2260.00 2043.94  949.93
 623642.26  6075354.52 1848.00 2231.90 2400.00 2220.91 2052.12
 623842.18  6075360.11   50.00 1500.00 1500.00 1500.00   37.50
 623842.18  6075360.11  545.75 1922.44 1960.00 1917.86  523.33
 623842.18  6075360.11  686.93 1976.98 2175.00 1970.70  676.86
 623842.18  6075360.11  917.85 2051.87 2260.00 2043.49  937.81
 623842.18  6075360.11 1848.00 2233.88 2400.00 2222.93 2053.99
 624042.11  6075365.70   50.00 1500.00 1500.00 1500.00   37.50
 624042.11  6075365.70  538.14 1921.91 1960.00 1917.26  515.88
 624042.11  6075365.70  685.91 1979.17 2175.00 1972.79  676.58
 624042.11  6075365.70  909.13 2051.68 2260.00 2043.31  928.81
 624042.11  6075365.70 1848.00 2235.44 2400.00 2224.52 2055.46
 624242.03  6075371.29   50.00 1500.00 1500.00 1500.00   37.50
 624242.03  6075371.29  532.62 1921.51 1960.00 1916.82  510.46
 624242.03  6075371.29  684.93 1980.69 2175.00 1974.23  676.11
 624242.03  6075371.29  896.15 2049.95 2260.00 2041.59  914.79
 624242.03  6075371.29 1848.00 2237.10 2400.00 2226.19 2057.00
 624441.95  6075376.87   50.00 1500.00 1500.00 1500.00   37.50
 624441.95  6075376.87  525.32 1920.97 1960.00 1916.22  503.32
 624441.95  6075376.87  683.99 1982.80 2175.00 1976.25  675.86
 624441.95  6075376.87  893.34 2051.12 2260.00 2042.74  912.43
 624441.95  6075376.87 1848.00 2238.15 2400.00 2227.30 2058.02
 624641.87  6075382.46   50.00 1500.00 1500.00 1500.00   37.50
 624641.87  6075382.46  521.94 1920.71 1960.00 1915.93  500.00
 624641.87  6075382.46  683.06 1983.63 2175.00 1977.04  675.22
 624641.87  6075382.46  892.03 2051.72 2260.00 2043.33  911.35
 624641.87  6075382.46 1848.00 2238.66 2400.00 2227.83 2058.52
 624841.79  6075388.05   50.00 1500.00 1500.00 1500.00   37.50
 624841.79  6075388.05  521.64 1920.69 1960.00 1915.91  499.71
 624841.79  6075388.05  682.14 1983.46 2175.00 1976.87  674.25
 624841.79  6075388.05  887.98 2050.89 2260.00 2042.50  906.85
 624841.79  6075388.05 1848.00 2239.05 2400.00 2228.22 2058.87
 625041.72  6075393.64   50.00 1500.00 1500.00 1500.00   37.50
 625041.72  6075393.64  520.15 1920.57 1960.00 1915.78  498.25
 625041.72  6075393.64  681.24 1983.69 2175.00 1977.08  673.44
 625041.72  6075393.64  884.54 2050.49 2260.00 2042.10  903.16
 625041.72  6075393.64 1848.00 2239.52 2400.00 2228.69 2059.31
 625241.64  6075399.22   50.00 1500.00 1500.00 1500.00   37.50
 625241.64  6075399.22  519.12 1920.49 1960.00 1915.69  497.23
 625241.64  6075399.22  680.35 1983.77 2175.00 1977.15  672.58
 625241.64  6075399.22  883.77 2050.65 2260.00 2042.25  902.44
 625241.64  6075399.22 1848.00 2239.74 2400.00 2228.91 2059.52
 625441.56  6075404.81   50.00 1500.00 1500.00 1500.00   37.50
 625441.56  6075404.81  519.39 1920.52 1960.00 1915.72  497.50
 625441.56  6075404.81  679.48 1983.42 2175.00 1976.81  671.60
 625441.56  6075404.81  882.22 2050.28 2260.00 2041.89  900.70
 625441.56  6075404.81 1848.00 2239.87 2400.00 2229.04 2059.63
 625641.48  6075410.40   50.00 1500.00 1500.00 1500.00   37.50
 625641.48  6075410.40  519.64 1920.54 1960.00 1915.74  497.75
 625641.48  6075410.40  678.61 1983.08 2175.00 1976.47  670.63
 625641.48  6075410.40  882.13 2050.29 2260.00 2041.89  900.61
 625641.48  6075410.40 1848.00 2239.89 2400.00 2229.06 2059.65
 625841.40  6075415.99   50.00 1500.00 1500.00 1500.00   37.50
 625841.40  6075415.99  519.67 1920.54 1960.00 1915.74  497.78
 625841.40  6075415.99  677.76 1982.81 2175.00 1976.21  669.70
 625841.40  6075415.99  882.67 2050.50 2260.00 2042.09  901.25
 625841.40  6075415.99 1848.00 2239.88 2400.00 2229.05 2059.64
 626041.33  6075421.57   50.00 1500.00 1500.00 1500.00   37.50
 626041.33  6075421.57  519.58 1920.53 1960.00 1915.73  497.69
 626041.33  6075421.57  676.91 1982.59 2175.00 1975.99  668.78
 626041.33  6075421.57  881.76 2050.39 2260.00 2041.97  900.26
 626041.33  6075421.57 1848.00 2240.00 2400.00 2229.17 2059.75
 626241.25  6075427.16   50.00 1500.00 1500.00 1500.00   37.50
 626241.25  6075427.16  520.22 1920.58 1960.00 1915.79  498.32
 626241.25  6075427.16  676.06 1982.12 2175.00 1975.54  667.79
 626241.25  6075427.16  880.55 2050.01 2260.00 2041.60  898.86
 626241.25  6075427.16 1848.00 2240.07 2400.00 2229.23 2059.81
 626441.17  6075432.75   50.00 1500.00 1500.00 1500.00   37.50
 626441.17  6075432.75  521.39 1920.67 1960.00 1915.89  499.46
 626441.17  6075432.75  675.23 1981.49 2175.00 1974.92  666.76
 626441.17  6075432.75  878.79 2049.37 2260.00 2040.96  896.78
 626441.17  6075432.75 1848.00 2240.12 2400.00 2229.26 2059.84
 626641.09  6075438.34   50.00 1500.00 1500.00 1500.00   37.50
 626641.09  6075438.34  521.46 1920.67 1960.00 1915.89  499.53
 626641.09  6075438.34  674.40 1981.22 2175.00 1974.65  665.85
 626641.09  6075438.34  877.01 2048.99 2260.00 2040.57  894.80
 626641.09  6075438.34 1848.00 2240.29 2400.00 2229.43 2059.99
 626841.01  6075443.92   50.00 1500.00 1500.00 1500.00   37.50
 626841.01  6075443.92  521.28 1920.66 1960.00 1915.88  499.35
 626841.01  6075443.92  673.58 1981.03 2175.00 1974.47  664.98
 626841.01  6075443.92  875.69 2048.79 2260.00 2040.37  893.37
 626841.01  6075443.92 1848.00 2240.45 2400.00 2229.59 2060.14
 627040.94  6075449.51   50.00 1500.00 1500.00 1500.00   37.50
 627040.94  6075449.51  522.34 1920.74 1960.00 1915.97  500.39
 627040.94  6075449.51  672.76 1980.43 2175.00 1973.88  663.98
 627040.94  6075449.51  875.25 2048.50 2260.00 2040.08  892.79
 627040.94  6075449.51 1848.00 2240.41 2400.00 2229.53 2060.09
 627240.86  6075455.10   50.00 1500.00 1500.00 1500.00   37.50
 627240.86  6075455.10  524.23 1920.88 1960.00 1916.13  502.24
 627240.86  6075455.10  671.95 1979.55 2175.00 1973.04  662.89
 627240.86  6075455.10  875.40 2048.16 2260.00 2039.73  892.79
 627240.86  6075455.10 1848.00 2240.23 2400.00 2229.34 2059.91
 627440.78  6075460.69   50.00 1500.00 1500.00 1500.00   37.50
 627440.78  6075460.69  525.82 1921.00 1960.00 1916.26  503.80
 627440.78  6075460.69  671.14 1978.77 2175.00 1972.28  661.84
 627440.78  6075460.69  874.49 2047.61 2260.00 2039.19  891.62
 627440.78  6075460.69 1848.00 2240.17 2400.00 2229.26 2059.84
 627640.70  6075466.27   50.00 1500.00 1500.00 1500.00   37.50
 627640.70  6075466.27  526.89 1921.08 1960.00 1916.35  504.85
 627640.70  6075466.27  670.35 1978.17 2175.00 1971.70  660.87
 627640.70  6075466.27  870.49 2046.41 2260.00 2037.99  887.03
 627640.70  6075466.27 1848.00 2240.40 2400.00 2229.48 2060.04
 627840.62  6075471.86   50.00 1500.00 1500.00 1500.00   37.50
 627840.62  6075471.86  527.70 1921.14 1960.00 1916.41  505.64
 627840.62  6075471.86  669.56 1977.65 2175.00 1971.20  659.92
 627840.62  6075471.86  869.21 2045.96 2260.00 2037.54  885.53
 627840.62  6075471.86 1848.00 2240.45 2400.00 2229.51 2060.07
 628040.55  6075477.45   50.00 1500.00 1500.00 1500.00   37.50
 628040.55  6075477.45  528.08 1921.17 1960.00 1916.45  506.02
 628040.55  6075477.45  668.78 1977.28 2175.00 1970.84  659.03
 628040.55  6075477.45  867.09 2045.39 2260.00 2036.98  883.13
 628040.55  6075477.45 1848.00 2240.61 2400.00 2229.67 2060.21
 628240.47  6075483.04   50.00 1500.00 1500.00 1500.00   37.50
 628240.47  6075483.04  528.00 1921.17 1960.00 1916.44  505.94
 628240.47  6075483.04  668.00 1977.07 2175.00 1970.63  658.19
 628240.47  6075483.04  864.87 2044.92 2260.00 2036.50  880.65
 628240.47  6075483.04 1848.00 2240.83 2400.00 2229.88 2060.41
 628440.39  6075488.62   50.00 1500.00 1500.00 1500.00   37.50
 628440.39  6075488.62  527.37 1921.12 1960.00 1916.39  505.32
 628440.39  6075488.62  667.22 1977.04 2175.00 1970.59  657.41
 628440.39  6075488.62  862.74 2044.60 2260.00 2036.18  878.35
 628440.39  6075488.62 1848.00 2241.11 2400.00 2230.15 2060.66
 628640.31  6075494.21   50.00 1500.00 1500.00 1500.00   37.50
 628640.31  6075494.21  526.17 1921.03 1960.00 1916.29  504.15
 628640.31  6075494.21  666.45 1977.20 2175.00 1970.74  656.70
 628640.31  6075494.21  857.26 2043.53 2260.00 2035.13  872.31
 628640.31  6075494.21 1848.00 2241.70 2400.00 2230.74 2061.20
 628840.23  6075499.80   50.00 1500.00 1500.00 1500.00   37.50
 628840.23  6075499.80  524.69 1920.92 1960.00 1916.16  502.69
 628840.23  6075499.80  665.68 1977.46 2175.00 1970.99  656.02
 628840.23  6075499.80  854.72 2043.32 2260.00 2034.91  869.64
 628840.23  6075499.80 1848.00 2242.10 2400.00 2231.14 2061.57
 629040.16  6075505.39   50.00 1500.00 1500.00 1500.00   37.50
 629040.16  6075505.39  523.12 1920.80 1960.00 1916.03  501.16
 629040.16  6075505.39  664.90 1977.75 2175.00 1971.25  655.35
 629040.16  6075505.39  850.34 2042.63 2260.00 2034.22  864.89
 629040.16  6075505.39 1848.00 2242.64 2400.00 2231.69 2062.08
 629240.08  6075510.97   50.00 1500.00 1500.00 1500.00   37.50
 629240.08  6075510.97  521.83 1920.70 1960.00 1915.92  499.89
 629240.08  6075510.97  664.14 1977.95 2175.00 1971.44  654.65
 629240.08  6075510.97  848.13 2042.45 2260.00 2034.04  862.57
 629240.08  6075510.97 1848.00 2242.99 2400.00 2232.04 2062.41
 629440.00  6075516.56   50.00 1500.00 1500.00 1500.00   37.50
 629440.00  6075516.56  521.21 1920.66 1960.00 1915.87  499.29
 629440.00  6075516.56  663.38 1977.92 2175.00 1971.41  653.90
 629440.00  6075516.56  846.89 2042.35 2260.00 2033.94  861.26
 629440.00  6075516.56 1848.00 2243.19 2400.00 2232.24 2062.59
 605843.62  6075057.16   50.00 1500.00 1500.00 1500.00   37.50
 605843.62  6075057.16  521.03 1920.64 1960.00 1915.86  499.11
 605843.62  6075057.16  662.62 1977.74 2175.00 1971.23  653.09
 605843.62  6075057.16 1125.15 2098.37 2260.00 2089.94 1175.75
 605843.62  6075057.16 1848.00 2221.24 2400.00 2211.22 2043.17
 606043.54  6075062.75   50.00 1500.00 1500.00 1500.00   37.50
 606043.54  6075062.75  840.91 1935.71 1960.00 1932.65  812.59
 606043.54  6075062.75  661.86 1865.71 2175.00 1867.09  617.88
 606043.54  6075062.75 1122.75 2036.82 2260.00 2028.38 1138.68
 606043.54  6075062.75 1848.00 2186.55 2400.00 2174.22 2008.98
 606243.46  6075068.33   50.00 1500.00 1500.00 1500.00   37.50
 606243.46  6075068.33  839.93 1935.68 1960.00 1932.62  811.63
 606243.46  6075068.33  661.10 1865.68 2175.00 1867.05  617.16
 606243.46  6075068.33 1119.90 2036.48 2260.00 2028.03 1135.60
 606243.46  6075068.33 1848.00 2186.93 2400.00 2174.59 2009.32
 606443.38  6075073.92   50.00 1500.00 1500.00 1500.00   37.50
 606443.38  6075073.92  835.90 1935.56 1960.00 1932.48  807.68
 606443.38  6075073.92  660.35 1866.75 2175.00 1868.01  616.77
 606443.38  6075073.92 1122.56 2037.88 2260.00 2029.41 1139.07
 606443.38  6075073.92 1848.00 2187.19 2400.00 2174.89 2009.60
 606643.30  6075079.51   50.00 1500.00 1500.00 1500.00   37.50
 606643.30  6075079.51  833.65 1935.49 1960.00 1932.41  805.47
 606643.30  6075079.51  659.60 1867.18 2175.00 1868.40  616.19
 606643.30  6075079.51 1119.22 2037.68 2260.00 2029.22 1135.57
 606643.30  6075079.51 1848.00 2187.74 2400.00 2175.44 2010.10
 606843.23  6075085.10   50.00 1500.00 1500.00 1500.00   37.50
 606843.23  6075085.10  831.38 1935.43 1960.00 1932.33  803.25
 606843.23  6075085.10  658.85 1867.63 2175.00 1868.79  615.63
 606843.23  6075085.10 1116.91 2037.70 2260.00 2029.23 1133.23
 606843.23  6075085.10 1848.00 2188.21 2400.00 2175.91 2010.54
 607043.15  6075090.68   50.00 1500.00 1500.00 1500.00   37.50
 607043.15  6075090.68  825.80 1935.26 1960.00 1932.15  797.79
 607043.15  6075090.68  658.11 1869.26 2175.00 1870.27  615.42
 607043.15  6075090.68 1112.85 2038.00 2260.00 2029.52 1129.28
 607043.15  6075090.68 1848.00 2189.19 2400.00 2176.90 2011.46
 607243.07  6075096.27   50.00 1500.00 1500.00 1500.00   37.50
 607243.07  6075096.27  820.91 1935.11 1960.00 1931.98  792.99
 607243.07  6075096.27  657.38 1870.66 2175.00 1871.53  615.15
 607243.07  6075096.27 1110.70 2038.57 2260.00 2030.08 1127.40
 607243.07  6075096.27 1848.00 2189.93 2400.00 2177.67 2012.16
 607442.99  6075101.86   50.00 1500.00 1500.00 1500.00   37.50
 607442.99  6075101.86  815.70 1934.95 1960.00 1931.80  787.88
 607442.99  6075101.86  656.64 1872.18 2175.00 1872.89  614.91
 607442.99  6075101.86 1109.20 2039.34 2260.00 2030.83 1126.30
 607442.99  6075101.86 1848.00 2190.66 2400.00 2178.42 2012.86
 607642.91  6075107.45   50.00 1500.00 1500.00 1500.00   37.50
 607642.91  6075107.45  810.09 1934.78 1960.00 1931.61  782.39
 607642.91  6075107.45  655.91 1873.85 2175.00 1874.40  614.72
 607642.91  6075107.45 1106.02 2039.84 2260.00 2031.32 1123.34
 607642.91  6075107.45 1848.00 2191.57 2400.00 2179.35 2013.72
 607842.84  6075113.03   50.00 1500.00 1500.00 1500.00   37.50
 607842.84  6075113.03  804.17 1934.59 1960.00 1931.40  776.59
 607842.84  6075113.03  655.19 1875.63 2175.00 1876.01  614.57
 607842.84  6075113.03 1103.10 2040.45 2260.00 2031.93 1120.71
 607842.84  6075113.03 1848.00 2192.49 2400.00 2180.29 2014.59
 608042.76  6075118.62   50.00 1500.00 1500.00 1500.00   37.50
 608042.76  6075118.62  798.13 1934.40 1960.00 1931.18  770.67
 608042.76  6075118.62  654.47 1877.46 2175.00 1877.66  614.44
 608042.76  6075118.62 1101.01 2041.27 2260.00 2032.73 1119.02
 608042.76  6075118.62 1848.00 2193.35 2400.00 2181.19 2015.42
 608242.68  6075124.21   50.00 1500.00 1500.00 1500.00   37.50
 608242.68  6075124.21  792.09 1934.20 1960.00 1930.96  764.75
 608242.68  6075124.21  653.77 1879.30 2175.00 1879.33  614.32
 608242.68  6075124.21 1098.24 2041.94 2260.00 2033.39 1116.58
 608242.68  6075124.21 1848.00 2194.27 2400.00 2182.13 2016.29
 608442.60  6075129.80   50.00 1500.00 1500.00 1500.00   37.50
 608442.60  6075129.80  785.82 1933.99 1960.00 1930.73  758.61
 608442.60  6075129.80  653.06 1881.23 2175.00 1881.07  614.23
 608442.60  6075129.80 1095.37 2042.65 2260.00 2034.08 1114.03
 608442.60  6075129.80 1848.00 2195.22 2400.00 2183.11 2017.19
 608642.52  6075135.38   50.00 1500.00 1500.00 1500.00   37.50
 608642.52  6075135.38  779.32 1933.77 1960.00 1930.49  752.23
 608642.52  6075135.38  652.38 1883.25 2175.00 1882.91  614.18
 608642.52  6075135.38 1091.15 2043.12 2260.00 2034.54 1110.00
 608642.52  6075135.38 1848.00 2196.30 2400.00 2184.22 2018.22
 608842.45  6075140.97   50.00 1500.00 1500.00 1500.00   37.50
 608842.45  6075140.97  767.91 1933.38 1960.00 1930.05  741.05
 608842.45  6075140.97  651.70 1887.05 2175.00 1886.37  614.68
 608842.45  6075140.97 1090.79 2045.37 2260.00 2036.77 1110.84
 608842.45  6075140.97 1848.00 2197.61 2400.00 2185.60 2019.50
 609042.37  6075146.56   50.00 1500.00 1500.00 1500.00   37.50
 609042.37  6075146.56  762.63 1933.20 1960.00 1929.84  735.88
 609042.37  6075146.56  651.04 1888.65 2175.00 1887.82  614.52
 609042.37  6075146.56 1088.84 2046.08 2260.00 2037.47 1109.24
 609042.37  6075146.56 1848.00 2198.38 2400.00 2186.40 2020.23
 609242.29  6075152.15   50.00 1500.00 1500.00 1500.00   37.50
 609242.29  6075152.15  757.72 1933.02 1960.00 1929.65  731.06
 609242.29  6075152.15  650.41 1890.12 2175.00 1889.17  614.36
 609242.29  6075152.15 1088.87 2047.12 2260.00 2038.49 1109.83
 609242.29  6075152.15 1848.00 2198.94 2400.00 2186.99 2020.78
 609442.21  6075157.73   50.00 1500.00 1500.00 1500.00   37.50
 609442.21  6075157.73  752.80 1932.84 1960.00 1929.45  726.24
 609442.21  6075157.73  649.81 1891.62 2175.00 1890.53  614.25
 609442.21  6075157.73 1086.59 2047.68 2260.00 2039.05 1107.80
 609442.21  6075157.73 1848.00 2199.69 2400.00 2187.77 2021.50
 609642.13  6075163.32   50.00 1500.00 1500.00 1500.00   37.50
 609642.13  6075163.32  745.97 1932.59 1960.00 1929.17  719.55
 609642.13  6075163.32  649.25 1893.83 2175.00 1892.55  614.37
 609642.13  6075163.32 1082.90 2048.33 2260.00 2039.69 1104.39
 609642.13  6075163.32 1848.00 2200.76 2400.00 2188.87 2022.51
 609842.06  6075168.91   50.00 1500.00 1500.00 1500.00   37.50
 609842.06  6075168.91  742.59 1932.47 1960.00 1929.03  716.23
 609842.06  6075168.91  648.74 1894.82 2175.00 1893.44  614.18
 609842.06  6075168.91 1081.28 2048.73 2260.00 2040.08 1102.95
 609842.06  6075168.91 1848.00 2201.28 2400.00 2189.41 2023.01
 610041.98  6075174.50   50.00 1500.00 1500.00 1500.00   37.50
 610041.98  6075174.50  734.09 1932.15 1960.00 1928.67  707.91
 610041.98  6075174.50  648.25 1897.66 2175.00 1896.05  614.55
 610041.98  6075174.50 1078.71 2049.95 2260.00 2041.28 1100.97
 610041.98  6075174.50 1848.00 2202.44 2400.00 2190.61 2024.13
 610241.90  6075180.08   50.00 1500.00 1500.00 1500.00   37.50
 610241.90  6075180.08  728.39 1931.93 1960.00 1928.42  702.33
 610241.90  6075180.08  647.77 1899.50 2175.00 1897.73  614.65
 610241.90  6075180.08 1076.72 2050.73 2260.00 2042.06 1099.36
 610241.90  6075180.08 1848.00 2203.24 2400.00 2191.45 2024.90
 610441.82  6075185.67   50.00 1500.00 1500.00 1500.00   37.50
 610441.82  6075185.67  724.21 1931.76 1960.00 1928.24  698.23
 610441.82  6075185.67  647.29 1900.79 2175.00 1898.92  614.58
 610441.82  6075185.67 1075.45 2051.35 2260.00 2042.67 1098.39
 610441.82  6075185.67 1848.00 2203.82 2400.00 2192.05 2025.46
 610641.74  6075191.26   50.00 1500.00 1500.00 1500.00   37.50
 610641.74  6075191.26  720.53 1931.62 1960.00 1928.08  694.62
 610641.74  6075191.26  646.82 1901.91 2175.00 1899.94  614.46
 610641.74  6075191.26 1072.54 2051.54 2260.00 2042.86 1095.53
 610641.74  6075191.26 1848.00 2204.48 2400.00 2192.72 2026.07
 610841.67  6075196.84   50.00 1500.00 1500.00 1500.00   37.50
 610841.67  6075196.84  713.12 1931.32 1960.00 1927.75  687.35
